Id,Title,Episodes,Year,YearStart,YearEnd,TotalYears,EpisodesPerYear,Channel,American company,Technique,IMDb,google_user_rating
956,The Mask: Animated Series,54,1995-1997,1995,1997,2,27,CBS,Film Roman,Traditional,6.9,92
998,"Mira, Royal Detective",54,2020-2022,2020,2022,2,27,Disney Junior,Wild Canary Animation,CGI,7.4,76
703,HobbyKids Adventures,27,2019-2020,2019,2020,1,27,YouTube,"PocketWatch, Inc.",Flash,3.3,63
1018,Mork & Mindy/Laverne & Shirley/Fonz Hour,27,1982-1983,1982,1983,1,27,ABC,Hanna-Barbera,Traditional,6.2,84
1131,Not Quite Narwhal,27,2023-2024,2023,2024,1,27,Netflix,DreamWorks Animation Television,CGI,7.2,44
1210,The Power Team,27,1990-1991,1990,1991,1,27,Syndication,Bohbot Entertainment,Traditional,6.4,95
1413,Steven Universe,160,2013-2019,2013,2019,6,26.66666667,Cartoon Network,Cartoon Network Studios,Traditional,8.2,93
386,Dan Vs.,53,2011-2013,2011,2013,2,26.5,The Hub,Film Roman,Flash,7.7,80
1543,Super Wings,264,2014-2024,2014,2024,10,26.4,Universal Kids,Little Airplane Productions,CGI,6,75
744,I Am Weasel,79,1997-2000,1997,2000,3,26.33333333,Cartoon Network,Hanna-Barbera,Traditional,6.5,89
1684,Valt the Wonder Deer,208,2016-2024,2016,2024,8,26,Tencent Video,DreamEast Pictures,Traditional,8.7,87
405,The Deputy Dawg Show,104,1960-1964,1960,1964,4,26,Syndication,Terrytoons,Traditional,7,68
915,Littlest Pet Shop (2012),104,2012-2016,2012,2016,4,26,The Hub Network / Discovery Family,Hasbro Studios,Flash,6.3,86
1127,"Noddy, Toyland Detective",104,2016-2020,2016,2020,4,26,Sprout / Universal Kids,DreamWorks Animation Television,CGI,5.9,66
1658,Transformers: Rescue Bots,104,2012-2016,2012,2016,4,26,The Hub Network / Discovery Family,Hasbro Studios,Flash,6.6,81
37,The Adventures of Puss in Boots,78,2015-2018,2015,2018,3,26,Netflix,DreamWorks Animation Television,CGI,6.5,79
56,All Hail King Julien,78,2014-2017,2014,2017,3,26,Netflix,DreamWorks Animation Television,CGI,7.1,83
366,Clifford's Puppy Days,78,2003-2006,2003,2006,3,26,PBS Kids,Scholastic Entertainment,Traditional,6.6,91
420,Dinotrux,78,2015-2018,2015,2018,3,26,Netflix,DreamWorks Animation Television,CGI,6.8,70
477,Dragon,78,2004-2007,2004,2007,3,26,Qubo,Scholastic Corporation,Stop-Motion,8.3,90
595,Gargoyles,78,1994-1997,1994,1997,3,26,Syndication,Walt Disney Television Animation,Traditional,8,92
1281,Ribert and Robert's Wonderworld,78,2005-2008,2005,2008,3,26,PBS Kids,Deos Animation Studios,CGI/Live-action,7.9,86
65,American Dragon: Jake Long,52,2005-2007,2005,2007,2,26,Disney Channel,Disney Television Animation,Traditional,6.6,94
137,Batman Beyond,52,1999-2001,1999,2001,2,26,Kids' WB,Warner Bros. Animation,Traditional,8.1,93
154,Ben 10: Ultimate Alien,52,2010-2012,2010,2012,2,26,Cartoon Network,Cartoon Network Studios,Traditional,7.7,93
155,Bert and Ernie's Great Adventures,52,2008-2010,2008,2010,2,26,PBS Kids,Sesame Workshop,Stop-Motion,8.5,94
220,Barbie Dreamhouse Adventures,52,2018-2020,2018,2020,2,26,Netflix,Mattel Television,CGI,6.7,0
230,The Berenstain Bears,52,1985-1987,1985,1987,2,26,CBS,Hanna-Barbera,Traditional,6.9,85
249,Breadwinners,52,2014-2016,2014,2016,2,26,Nickelodeon,Nickelodeon Animation Studio,Flash,2.8,72
331,Cow and Chicken,52,1997-1999,1997,1999,2,26,Cartoon Network,Hanna-Barbera,Traditional,6.5,89
396,Dawn of the Croods,52,2015-2017,2015,2017,2,26,Netflix,DreamWorks Animation Television,Traditional,5.8,60
440,DreamWorks Dragons: The Nine Realms,52,2021-2023,2021,2023,2,26,HuluPeacock,DreamWorks Animation Television,CGI,5.3,58
494,The Emperor's New School,52,2006-2008,2006,2008,2,26,Disney Channel,Walt Disney Television Animation,Traditional,6.6,90
525,Fast & Furious Spy Racers,52,2019-2021,2019,2021,2,26,Netflix,DreamWorks Animation TelevisionUniversal Pictures,CGI,5.9,74
611,Gerald McBoing-Boing,52,2005-2007,2005,2007,2,26,Cartoon Network,Cookie Jar Entertainment,Flash,7.1,92
670,Harvey Girls Forever!,52,2018-2020,2018,2020,2,26,Netflix,DreamWorks Animation Television,Traditional,6.9,58
701,Histeria!,52,1998-2000,1998,2000,2,26,Kids' WB,Warner Bros. Animation,Traditional,7.7,89
706,Home: Adventures with Tip & Oh,52,2016-2018,2016,2018,2,26,Netflix,DreamWorks Animation Television,Flash,6.2,63
718,House of Mouse,52,2001-2003,2001,2003,2,26,"ABC
Toon Disney",Walt Disney Television Animation,Traditional,7.5,96
731,Harvey Beaks,52,2015-2017,2015,2017,2,26,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.1,84
736,Hero: 108,52,2010-2012,2010,2012,2,26,Cartoon Network,MoonScoop Entertainment,Flash,5.8,88
740,Hot Wheels Battle Force 5,52,2009-2011,2009,2011,2,26,Cartoon Network,"Mattel, Inc.",CGI,5.8,92
804,Julius Jr.,52,2013-2015,2013,2015,2,26,Nick Jr.,Saban Brands,Flash,5.9,75
810,Justice League Action,52,2016-2018,2016,2018,2,26,Cartoon Network,Warner Bros. AnimationDC Entertainment,Traditional,7.5,71
816,Kappa Mikey,52,2006-2008,2006,2008,2,26,Nicktoons Network,Animation Collective,Flash,6.6,95
856,Lalaloopsy,52,2013-2015,2013,2015,2,26,Nick Jr.,MoonScoop Entertainment,Flash,4.5,78
868,The Legend of Korra,52,2012-2014,2012,2014,2,26,Nickelodeon,Nickelodeon Animation Studio,Traditional,8.3,86
908,Little People,52,2016-2018,2016,2018,2,26,Sprout,Mattel Television,Traditional,6.8,63
926,The Looney Tunes Show,52,2011-2013,2011,2013,2,26,Cartoon Network,Warner Bros. Animation,Traditional/CGI,7.7,95
1027,The Mr. Peabody & Sherman Show,52,2015-2017,2015,2017,2,26,Netflix,DreamWorks Animation Television,Flash,8.2,63
1152,Oswald,52,2001-2003,2001,2003,2,26,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.6,94
1187,Pink Panther and Sons,52,1984-1986,1984,1986,2,26,NBC,Mirisch-Geoffrey-DePatie-Freleng,Traditional,5.5,84
1230,Pac-Man and the Ghostly Adventures,52,2013-2015,2013,2015,2,26,Disney XD,41 EntertainmentSprite Animation Studios,CGI,4.6,77
1342,Scooby-Doo and Guess Who?,52,2019-2021,2019,2021,2,26,Boomerang,Warner Bros. Animation,Traditional,7.4,85
1365,She-Ra and the Princesses of Power,52,2018-2020,2018,2020,2,26,Netflix,DreamWorks Animation Television,Traditional,8.1,86
1400,The Spooktacular New Adventures of Casper,52,1996-1998,1996,1998,2,26,Fox Kids,Harveytoons,Traditional,5.8,92
1424,The Super Hero Squad Show,52,2009-2011,2009,2011,2,26,Cartoon Network,Marvel Animation,Traditional,6.1,70
1428,Super Robot Monkey Team Hyperforce Go!,52,2004-2006,2004,2006,2,26,Jetix[4]Toon DisneyABC Family,Walt Disney Television Animation (credited as Jetix Animation Concepts)[5],Traditional,6.4,91
1620,Trollhunters: Tales of Arcadia,52,2016-2018,2016,2018,2,26,Netflix,DreamWorks Animation Television,CGI,8.4,90
1663,Trolls: TrollsTopia,52,2020-2022,2020,2022,2,26,HuluPeacock,DreamWorks Animation Television,Flash,6,66
1706,W.I.T.C.H.,52,2004-2006,2004,2006,2,26,ABC,The Walt Disney Company,Traditional,7.3,95
1745,Wild Animal Baby Explorers,52,2010-2012,2010,2012,2,26,PBS Kids,WETA,CGI,3.7,76
17,Action Man (1995),26,1995-1996,1995,1996,1,26,Syndication,DIC Entertainment,Traditional/Live-Action,5.8,81
39,The Adventures of Rocky and Bullwinkle,26,2018-2019,2018,2019,1,26,Amazon Prime Video,DreamWorks Animation Television,Flash,4.3,69
62,The Alvin Show,26,1961-1962,1961,1962,1,26,Syndication,Bagdasarian Productions,Traditional,7.2,89
99,Action Man (2000),26,2000-2001,2000,2001,1,26,Fox Kids,Saban Entertainment,CGI,6.4,93
103,The Adventures of Don Coyote and Sancho Panda,26,1990-1991,1990,1991,1,26,Syndication,Hanna-Barbera,Traditional,7.2,72
107,Alien Racers,26,2005-2006,2005,2006,1,26,Fox,SD Entertainment,CGI,6.9,93
108,Alienators: Evolution Continues,26,2001-2002,2001,2002,1,26,Fox Kids,"DIC Entertainment, L.P.",Traditional,5.4,87
111,The Amazing Colossal Adventures of WordGirl,26,2006-2007,2006,2007,1,26,PBS Kids Go!,Soup2Nuts,Flash,7.1,84
126,The Baby Huey Show,26,1994-1995,1994,1995,1,26,Syndication,Harvey Entertainment,Traditional,7.2,94
171,The Biskitts,26,1983-1984,1983,1984,1,26,CBS,Hanna-Barbera,Traditional,7,92
180,The Bob Clampett Show,26,2000-2001,2000,2001,1,26,Cartoon Network,Warner Bros. Cartoons,Traditional,8.1,84
210,Bump in the Night,26,1994-1995,1994,1995,1,26,ABC,Greengrass Productions,Stop-Motion,8,92
217,Back to the Future,26,1991-1992,1991,1992,1,26,CBS,Universal Animation Studios,Traditional,6.4,92
225,Beast Machines: Transformers,26,1999-2000,1999,2000,1,26,Fox Kids,Hasbro,CGI,6.7,74
254,Bunsen Is a Beast,26,2017-2018,2017,2018,1,26,Nickelodeon,Billionfold Inc.Nickelodeon Animation Studio,Flash,4,61
271,Captain Simian & the Space Monkeys,26,1996-1997,1996,1997,1,26,Syndication,"Monkeyshine Productions, Inc.",Traditional,7.6,93
274,Care Bears: Adventures in Care-a-lot,26,2007-2008,2007,2008,1,26,CBS,SD Entertainment,Traditional,5.5,91
320,Code Monkeys,26,2007-2008,2007,2008,1,26,G4,Monkey Wrangler Productions,Flash,7.2,92
333,The Crayon Box,26,1997-1998,1997,1998,1,26,Syndication,Sunbow Entertainment,Traditional/Live-Action,2.1,34
374,Cosmic Quantum Ray,26,2007-2008,2007,2008,1,26,Animalia HDThe Hub,MoonScoop Entertainment,CGI,6,68
419,DinoSquad,26,2007-2008,2007,2008,1,26,CBS,DIC Entertainment,Traditional,5.2,87
470,Domo TV,26,2008-2009,2008,2009,1,26,Nicktoons Network,NA,Stop-Motion,7.2,95
475,Double Dragon,26,1993-1994,1993,1994,1,26,Syndication,DIC Entertainment,Traditional,6.3,80
478,Dragon Flyz,26,1996-1997,1996,1997,1,26,Syndication,Abrams/Gentile Entertainment,Traditional,7,94
483,Eagle Riders,26,1996-1997,1996,1997,1,26,Syndication,Saban Entertainment,Traditional,7.9,88
486,Edgar & Ellen,26,2007-2008,2007,2008,1,26,Nicktoons Network,Star Farm Productions,Flash,5.8,96
501,Ewoks,26,1985-1986,1985,1986,1,26,ABC,Lucasfilm,Traditional,6,59
539,Firehouse Tales,26,2005-2006,2005,2006,1,26,Cartoon Network,Warner Bros. Animation,Traditional,7,82
580,The Future is Wild,26,2007-2008,2007,2008,1,26,Discovery Kids,Nelvana,CGI,7.6,92
585,G.I. Joe Extreme,26,1995-1996,1995,1996,1,26,Syndication,Sunbow Entertainment,Traditional,5.2,79
586,G.I. Joe: Renegades,26,2010-2011,2010,2011,1,26,The Hub,Hasbro Studios,Traditional,7.1,77
588,G.I. Joe: Sigma 6,26,2005-2006,2005,2006,1,26,4Kids TV,Hasbro,Traditional,4.7,92
615,Get Ed,26,2005-2006,2005,2006,1,26,Jetix,Jetix Animation Concepts,CGI,6.6,96
621,The Glo Friends,26,1986-1987,1986,1987,1,26,Syndication,Sunbow Productions,Traditional,6.6,94
630,Godzilla,26,1978-1979,1978,1979,1,26,NBC,Hanna-Barbera,Traditional,6.2,88
677,He-Man and the Masters of the Universe (2021),26,2021-2022,2021,2022,1,26,Netflix,Mattel Television,CGI,6.9,55
681,Heathcliff (1980),26,1980-1981,1980,1981,1,26,ABC,Ruby-Spears Enterprises,Traditional,6.5,84
691,Hero High,26,1981-1982,1981,1982,1,26,NBC,Filmation,Traditional,6.9,85
722,Hulk Hogan's Rock 'n' Wrestling,26,1985-1986,1985,1986,1,26,CBS,DIC Entertainment,Traditional,6.1,89
745,I Got a Rocket,26,2006-2007,2006,2007,1,26,Kabillion,Mike Young Productions,Flash,6.4,87
774,It's Punky Brewster,26,1985-1986,1985,1986,1,26,NBC,Ruby-Spears Enterprises,Traditional,6.3,96
801,Jonny Quest,26,1964-1965,1964,1965,1,26,ABC,Hanna-Barbera,Traditional,7.8,92
832,King Arthur and the Knights of Justice,26,1992-1993,1992,1993,1,26,Syndication,Bohbot Entertainment,Traditional,7.1,90
842,Klondike Kat,26,1966-1967,1966,1967,1,26,CBS,Total Television,Traditional,5.8,90
851,Kung Fu Panda: The Paws of Destiny,26,2018-2019,2018,2019,1,26,Amazon Prime Video,DreamWorks Animation Television,CGI,7.3,78
857,The Land Before Time,26,2007-2008,2007,2008,1,26,Cartoon Network,Universal Animation Studios,Traditional,6.4,94
874,Legion of Super Heroes,26,2005-2006,2005,2006,1,26,Kids' WB,Warner Bros. AnimationDC Entertainment,Traditional,7.1,70
881,Lego Star Wars: The Freemaker Adventures,26,2016-2017,2016,2017,1,26,Disney XD,Lucasfilm,CGI,7.3,66
954,Mary-Kate and Ashley in Action!,26,2001-2002,2001,2002,1,26,ABC,DIC Entertainment,Traditional,3.9,88
966,Megas XLR,26,2004-2005,2004,2005,1,26,Cartoon Network,Cartoon Network Studios,Traditional,8.2,95
983,Mighty Ducks: The Animated Series,26,1996-1997,1996,1997,1,26,ABC,Walt Disney Television Animation,Traditional,6.4,86
1011,Monsters vs. Aliens,26,2013-2014,2013,2014,1,26,Nickelodeon,DreamWorks AnimationNickelodeon Animation Studio,CGI,6.4,71
1021,Mother Goose and Grimm,26,1991-1992,1991,1992,1,26,CBS,Film Roman,Traditional,8.2,92
1048,Mama Mirabelle's Home Movies,26,2007-2008,2007,2008,1,26,PBS Kids,National Geographic Society,Flash,7.1,83
1056,Mega Babies,26,1999-2000,1999,2000,1,26,Fox Family,Sony Wonder Television,Traditional,2.6,33
1063,"Mike, Lu & Og",26,1999-2000,1999,2000,1,26,Cartoon Network,Kinofilm,Traditional,6.2,86
1103,The New Adventures of Zorro (1997),26,1997-1998,1997,1998,1,26,Syndication,Fred Wolf Films,Traditional,6.5,92
1108,The New Casper Cartoon Show,26,1963-1964,1963,1964,1,26,ABC,Paramount Cartoon Studios,Traditional,6.7,94
1114,The New Scooby Doo Mysteries,26,1983-1984,1983,1984,1,26,ABC,Hanna-Barbera,Traditional,7.2,87
1138,Off to See the Wizard,26,1967-1968,1967,1968,1,26,ABC,MGM Animation/Visual Arts,Traditional,7,78
1218,Princess Gwenevere and the Jewel Riders,26,1995-1996,1995,1996,1,26,Syndication,Bohbot Entertainment,Traditional,7.4,86
1231,Packages from Planet X,26,2013-2014,2013,2014,1,26,Disney XD,American Greetings,Flash,7.2,84
1248,Popples (2015),26,2015-2016,2015,2016,1,26,Netflix,Saban Brands,CGI,6.1,53
1253,Problem Child,26,1993-1994,1993,1994,1,26,USA Network,Universal Cartoon Studios,Traditional,3.6,84
1291,Right Now Kapow,26,2016-2017,2016,2017,1,26,Disney XD,Warner Bros. Animation,Flash,6.2,78
1335,Saturday Supercade,26,1983-1984,1983,1984,1,26,CBS,Ruby-Spears Enterprises,Traditional,6.7,94
1354,Secret Mountain Fort Awesome,26,2011-2012,2011,2012,1,26,Cartoon Network,Cartoon Network Studios,Traditional,3.2,31
1356,Secret Squirrel,26,1965-1966,1965,1966,1,26,NBC,Hanna-Barbera,Traditional,6.6,88
1389,The Spectacular Spider-Man,26,2008-2009,2008,2009,1,26,The CW4KidsDisney XD,Marvel Entertainment,Traditional,8.4,96
1392,Spider-Man (1981),26,1981-1982,1981,1982,1,26,Syndication,Marvel Productions,Traditional,6.9,80
1401,Sport Billy,26,1980-1981,1980,1981,1,26,NBC,Filmation,Traditional,7,89
1403,Squiddly Diddly,26,1965-1966,1965,1966,1,26,NBC,Hanna-Barbera,Traditional,6.1,74
1404,Squirrel Boy,26,2006-2007,2006,2007,1,26,Cartoon Network,Cartoon Network Studios,Traditional,5.2,84
1496,Sabrina: Secrets of a Teenage Witch,26,2013-2014,2013,2014,1,26,Hub Network,MoonScoop Entertainment,CGI,5,71
1497,Sabrina's Secret Life,26,2003-2004,2003,2004,1,26,Syndication,DIC Entertainment,Traditional,6.3,84
1501,The Savage Dragon,26,1995-1996,1995,1996,1,26,USA Network,Universal Cartoon Studios,Traditional,6.3,74
1507,Sherwood,26,2012-2013,2012,2013,1,26,YouTube Premium,YouTube Originals,CGI,5.9,60
1508,SheZow,26,2012-2013,2012,2013,1,26,Hub Network,Kickstart Productions,Flash,5.6,78
1512,Skysurfer Strike Force,26,1995-1996,1995,1996,1,26,Syndication,Ruby-Spears Enterprises,Traditional,7.6,69
1521,Sonic the Hedgehog,26,1993-1994,1993,1994,1,26,ABC,DIC Entertainment,Traditional,6.8,86
1530,Stargate Infinity,26,2002-2003,2002,2003,1,26,FoxBox,DIC Entertainment,Traditional,3.5,54
1538,Super Dinosaur,26,2018-2019,2018,2019,1,26,Amazon Prime Video,Skybound Entertainment,CGI,8.7,65
1539,Super Duper Sumos,26,2002-2003,2002,2003,1,26,Nickelodeon,DIC Entertainment,Traditional,3.7,71
1643,Three Delivery,26,2008-2009,2008,2009,1,26,Nicktoons Network,Animation Collective,Flash,7.6,94
1645,ThunderCats (2011),26,2011-2012,2011,2012,1,26,Cartoon Network,Warner Bros. Animation,Traditional,7.8,85
1646,El Tigre: The Adventures of Manny Rivera,26,2007-2008,2007,2008,1,26,Nickelodeon,Nickelodeon Animation Studio,Flash,6.3,90
1647,Time Warp Trio,26,2005-2006,2005,2006,1,26,Discovery Kids,Soup2NutsWGBH,Flash,7.4,96
1650,Toot & Puddle,26,2008-2009,2008,2009,1,26,Noggin,National Geographic Kids,Traditional,8,89
1666,"Twinkle, the Dream Being",26,1992-1993,1992,1993,1,26,Syndication,Zodiac Entertainment,Traditional,8,94
1701,Voltron Force,26,2011-2012,2011,2012,1,26,Nicktoons,World Events Productions,Traditional,6.6,78
1726,WellieWishers,26,2016-2017,2016,2017,1,26,Amazon Prime Video,Mattel Television,Traditional,7.6,50
1733,What's with Andy?,26,2001-2002,2001,2002,1,26,Fox Kids,CinéGroupe,Traditional,7.6,95
1751,Wild West C.O.W.-Boys of Moo Mesa,26,1992-1993,1992,1993,1,26,ABC,King World Productions,Traditional,7.2,95
1756,Winsome Witch,26,1965-1966,1965,1966,1,26,NBC,Hanna-Barbera,Traditional,6.6,94
1778,World of Quest,26,2008-2009,2008,2009,1,26,Kids' WB,Cookie Jar,Flash,7.2,89
1792,Yabba Dabba Dinosaurs,26,2021-2022,2021,2022,1,26,HBO Max,Warner Bros. Animation,Flash,4.1,60
1806,Young Robin Hood,26,1991-1992,1991,1992,1,26,Syndication,Hanna-Barbera,Traditional,7.1,90
1810,The Zeta Project,26,2001-2002,2001,2002,1,26,Kids' WB,Warner Bros. Animation,Traditional,7,93
1811,Zevo-3,26,2010-2011,2010,2011,1,26,Nicktoons,MoonScoop Entertainment,Traditional,5.8,93
1812,The ZhuZhus,26,2016-2017,2016,2017,1,26,Disney Channel,Cepia LLC,Flash,5.5,72
480,Dragon Tales,155,1999-2005,1999,2005,6,25.83333333,PBS Kids,Sesame Workshop,Traditional,8.4,95
1642,Teenage Mutant Ninja Turtles (2003),155,2003-2009,2003,2009,6,25.83333333,4Kids TV,4Kids Entertainment,Traditional,7.8,89
979,Mickey's Mouse Tracks,77,1992-1995,1992,1995,3,25.66666667,The Disney Channel,Walt Disney Productions,Traditional,8.1,90
5,3rd & Bird,51,2008-2010,2008,2010,2,25.5,Playhouse Disney,Little Airplane Productions,Flash,7.8,92
74,Apple & Onion,76,2018-2021,2018,2021,3,25.33333333,Cartoon Network,Cartoon Network Studios,Flash,6.3,82
532,Fetch! with Ruff Ruffman,100,2006-2010,2006,2010,4,25,PBS Kids Go!,WGBH,Flash/Live-action,7.3,91
1047,Make Way for Noddy,100,2002-2006,2002,2006,4,25,PBS Kids,SD Entertainment,CGI,5.7,92
992,Miles from Tomorrowland,75,2015-2018,2015,2018,3,25,Disney Junior,Wild Canary Animation,CGI,6.5,85
1546,T.O.T.S.,75,2019-2022,2019,2022,3,25,Disney Junior,"Titmouse, Inc.",CGI,6.7,83
81,Archibald's Next Big Thing,50,2019-2021,2019,2021,2,25,NetflixPeacock,DreamWorks Animation Television,Flash,7.6,59
942,Madagascar: A Little Wild,50,2020-2022,2020,2022,2,25,Hulu,DreamWorks Animation Television,CGI,6.1,59
918,Llama Llama,25,2018-2019,2018,2019,1,25,Netflix,Genius Brands,Flash,6.4,59
964,Meatballs & Spaghetti,25,1982-1983,1982,1983,1,25,CBS,Marvel Productions,Traditional,6.9,95
1567,Teenage Mutant Ninja Turtles (2012),124,2012-2017,2012,2017,5,24.8,Nickelodeon,Nickelodeon Animation Studio,CGI,7.9,85
1076,My Little Pony: Friendship Is Magic,222,2010-2019,2010,2019,9,24.66666667,The Hub Network / Discovery Family,Hasbro Studios,Flash,7.7,88
185,The Boss Baby: Back in Business,49,2018-2020,2018,2020,2,24.5,Netflix,DreamWorks Animation Television,CGI,6.5,79
348,The Care Bears Family,49,1986-1988,1986,1988,2,24.5,ABCSyndication,DIC Entertainment,Traditional,6,87
686,Henry Hugglemonster,49,2013-2015,2013,2015,2,24.5,Disney Junior,Brown Bag Films,CGI,5.3,77
808,Jurassic World Camp Cretaceous,49,2020-2022,2020,2022,2,24.5,Netflix,DreamWorks Animation TelevisionAmblin Entertainment,CGI,7.5,89
124,Babble Pop!,72,2021-2024,2021,2024,3,24,Peacock,NA,CGI,2.6,44
925,Looney Tunes Cartoons,72,2020-2023,2020,2023,3,24,HBO Max,Warner Bros. Animation,Traditional,8,89
324,Commander McBragg,48,1964-1966,1964,1966,2,24,CBS,Total Television,Traditional,3.1,34
1711,Wait Till Your Father Gets Home,48,1972-1974,1972,1974,2,24,Syndication,Hanna-Barbera,Traditional,7.6,86
1728,What a Cartoon!,48,1995-1997,1995,1997,2,24,Cartoon Network,Hanna-Barbera,Traditional,8.4,85
474,Dota: Dragon's Blood,24,2021-2022,2021,2022,1,24,Netflix,Kaiju Boulevard,Traditional,7.7,87
547,The Fonz and the Happy Days Gang,24,1980-1981,1980,1981,1,24,ABC,Hanna-Barbera,Traditional,5.4,83
562,Freakazoid!,24,1995-1996,1995,1996,1,24,Kids' WB,Warner Bros. Animation,Traditional,7.5,90
822,Kid Cosmic,24,2021-2022,2021,2022,1,24,Netflix,Netflix Animation,Traditional,7.9,79
855,Laff-A-Lympics,24,1977-1978,1977,1978,1,24,ABC,Hanna-Barbera,Traditional,7.4,89
1092,The New Adventures of Gilligan,24,1974-1975,1974,1975,1,24,ABC,Filmation,Traditional,6.5,81
1106,The New Batman Adventures,24,1997-1998,1997,1998,1,24,Kids' WB,Warner Bros. Animation,Traditional,8.4,96
1113,The New Scooby-Doo Movies,24,1972-1973,1972,1973,1,24,CBS,Hanna-Barbera,Traditional,7.6,82
1348,Scooby's All-Star Laff-A-Lympics,24,1977-1978,1977,1978,1,24,ABC,Hanna-Barbera,Traditional,7.3,89
1575,Thomas Edison's Secret Lab,24,2015-2016,2015,2016,1,24,PBS Kids,Genius Brands,Flash,6.8,64
1655,Transformers: Cyberverse,71,2018-2021,2018,2021,3,23.66666667,Cartoon Network,Allspark,CGI,6.9,82
257,Cake,47,2019-2021,2019,2021,2,23.5,FXX,SLQAR,Flash/Live-Action,6.5,49
1562,Teacher's Pet,47,2000-2002,2000,2002,2,23.5,ABCToon Disney,Walt Disney Television Animation,Traditional,5.7,55
280,The Casagrandes,70,2019-2022,2019,2022,3,23.33333333,Nickelodeon,Nickelodeon Animation Studio,Flash,5.8,83
